location_see_also_uris,children,alternate_location_names,elevation,rank_at_foundation,parent,place_see_also_uris,dedication,location_category,earliest_attestation_label,earliest_attestation_max_year,english_place_name,place_references,founders,type,italian_place_name,longitude,comune,place_category,notes,attestation_types,record_status,reign_of_earliest_attestation_label,latitude,order,positional_accuracy_assesment,seismic_class_id,gender,earliest_attestation_min_year,historical_province,archaeological_remains,province
http://www.geonames.org/maps/google_37.785_14.598.html,,Traina (unknown)|Targinis (unknown)|Trayna (unknown)|Castrum Troinae (unknown)|Castrum Trainae (unknown)|Draginat (unknown)|Targinis (unknown),0.0,Abbey,,,Saint Basil,associated_modern,1131,1131,Saint Basil of Troina,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",,monastery,San Basilio di Troina,14.5993704,Troina,abbey,,documentary,draft,Reign of King Roger II,37.782591,Basilian,unknown,2,Male,1131,Val Demone,unknown,Enna
http://www.geonames.org/maps/google_37.83_14.862.html,,Castrum Malecti (unknown),0.0,Abbey,,,Saint Constantine,associated_modern,1131,1131,Saint Constantine of Malet,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",,monastery,San Costantino di Malet,14.8627627,Maletto,abbey,,documentary,draft,Reign of King Roger II,37.8286412,Basilian,unknown,2,Male,1131,Val Demone,unknown,Catania
http://www.geonames.org/maps/google_37.932_14.089.html,,Ypsigro (unknown)|Ruqqah Basili (unknown)|Castri Boni (unknown)|Gonato (unknown),0.0,Abbey,,,Saint Cosmas,associated_modern,1142-1143,1143,Saint Cosmas of Gonata,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",,monastery,San Cosma a Castelbuono,14.081389,Castelbuono,abbey,The assumption is that this was Gonato. Near the Masseria Rocca di Gonato.,documentary,draft,Reign of King Roger II,37.885556,Basilian,unknown,2,Male,1142,Val Demone,unknown,Palermo
http://www.geonames.org/maps/google_37.785_14.598.html,,Traina (unknown)|Targinis (unknown)|Trayna (unknown)|Castrum Troinae (unknown)|Castrum Trainae (unknown)|Draginat (unknown)|Targinis (unknown)|Ambula (unknown)|Ambola (unknown),0.0,Abbey,,,Saint Elias,associated_modern,1094,1094,Saint Elias of Embula,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",Count Roger I (Male),monastery,Sant'Elia d'Embula,14.5986194,Troina,abbey,,documentary,draft,Reign of Count Roger I,37.7844819,Basilian,unknown,2,Male,1094,Val Demone,unknown,Enna
http://www.geonames.org/maps/google_38.126_15.063.html,,Marsa L.biri (unknown)|Oliverium (unknown)|Libiri (unknown)|Limiri (unknown)|Lu Liveri (unknown)|Castrum Oliverii (unknown),0.0,Abbey,,,Saint Elias,associated_modern,1131,1131,Saint Elias of Scala Oliverii,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",,monastery,Sant'Elia di Scala Oliveri,15.0594847,Oliveri,abbey,,documentary,draft,Reign of King Roger II,38.1242857,Basilian,unknown,2,Male,1131,Val Demone,unknown,Messina
http://www.geonames.org/maps/google_38.072_14.701.html,,l'Agathyrnum (unknown)|l'Agathinon (unknown)|Qal'at-Sciant-Marku (unknown)|Castrum Sancti Mauri (unknown)|Castrum Marci (unknown),0.0,Abbey,,,Saint Felix,associated_modern,1131,1131,Saint Felix of San Marco,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",,monastery,San Felice di San Marco,14.6997621,San Marco d'Alunzio,abbey,,documentary,draft,Reign of King Roger II,38.072883,Basilian,unknown,2,Male,1131,Val Demone,unknown,Messina
http://www.geonames.org/maps/google_37.817_13.583.html,,Bn.rm (unknown)|Balarm (unknown)|Balarmuh (unknown)|Bân.rm (unknown)|Panormus (unknown),24.0,Abbey,,,Saint George,representative,1148,1148,Saint George of the Kemonia,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",,monastery,San Giorgio in Kemonia,13.3544897,Palermo,abbey,,documentary,draft,Reign of King Roger II,38.1099097,Basilian,generic_handheld_gps,2,Male,1148,Val di Mazara,unknown,Palermo
http://www.geonames.org/maps/google_37.577_13.217.html,,Troccolum (unknown),0.0,Abbey,,,Saint George,associated_modern,1098,1098,Saint George of Triocala,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",Count Roger I (Male),monastery,San Giorgio di Triocala,13.2177298,Caltabellotta,abbey,,documentary,draft,Reign of Count Roger I,37.5738513,Basilian,unknown,2,Male,1098,Val di Mazara,unknown,Agrigento
http://www.geonames.org/maps/google_37.45_13.5.html,,Girgenti (unknown),0.0,Abbey,,,Saint George,associated_modern,before 1154,1154,Saint George of Agrigento,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",,monastery,San Giorgio di Agrigento,13.5771576,Agrigento,abbey,,documentary,draft,Reign of King William I,37.3114325,Basilian,unknown,2,Male,,Val di Mazara,unknown,Adrano
http://www.geonames.org/maps/google_38.235_15.469.html,,Gibiso (unknown)|Gesso (unknown)|Ibiso (unknown)|Gysa (unknown)|Gypsus (unknown)|Ysa (unknown),0.0,Abbey,,,Saint Gregory,associated_modern,,,Saint Gregory of Gypso,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",,monastery,San Gregorio di Gypso,15.4674759,Messina?,abbey,"Luigi Santagati, _Viabilità e topografia della Sicilia antica_, vol. 2 (Caltanissetta, 2013), 93 (s.v. ""Gesso""), places Gypso 9 kilometers (approximately 5.5 miles) northwest of Messina.",documentary,draft,,38.2357134,Basilian,unknown,,Male,,Val Demone,unknown,Messina?
http://www.geonames.org/maps/google_37.958_15.323.html,,Palachorion (unknown)|Calatabiet (unknown)|Calatabieth (unknown),411.0,Abbey,,,Saint Onufrius,representative,1131,1131,Saint Onufrius of Calatabiet,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41",,monastery,Sant'Onofrio di Calatabiet,15.32228,Casalvecchio Siculo,abbey,"White, Latin Monasticism (p. 187, n.2), asks whether this could be the same house as Saint Eunufrius of Calatabiano.",documentary,draft,Reign of King Roger II,37.957175,Basilian,google_earth,2,Male,1131,Val Demone,unknown,Messina
http://www.geonames.org/maps/google_38.016_15.132.html,,Noara (unknown)|Noharia (unknown)|Nouah (unknown)|Nugaria (unknown)|Nohara (unknown)|Castrum Nucariae (unknown),0.0,Abbey,,,Saint James,associated_modern,1131,1131,Saint James of Calò,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",,monastery,San Giacomo di Calò,15.1319995,Novara di Sicilia,abbey,,documentary,draft,Reign of King Roger II,38.016335,Basilian,unknown,2,Male,1131,Val Demone,unknown,Messina
http://www.geonames.org/maps/google_38.05_14.867.html,,Massîni (unknown),0.0,Abbey,,,Saint John,associated_modern,1093-1094,1094,Saint John of the Greeks,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",,monastery,San Giovanni dei Greci,15.5533274,Messina,abbey,,documentary,draft,Reign of Count Roger I,38.1908266,Basilian,unknown,1,Female,1093,Val Demone,unknown,Messina
http://www.geonames.org/maps/google_37.876_14.95.html,,Psicro (unknown)|Ipsichro (unknown)|Sicro (unknown)|Fiumefreddo (unknown)|Randâg (unknown)|Randatium (unknown),590.0,Abbey,,http://www.medioevosicilia.eu/markIII/il-monastero-di-san-giovanni-psicro-presso-randazzo/,Saint John,representative,1131,1131,Saint John of Psichro,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",,monastery,San Giovanni di Psichro,15.014426,Randazzo,abbey,"This is now on the property of Feudo Vagliasindi. The proprietors were not aware that the structure may actually be the remains of a monastery that dates to the Norman period. There are two distinct structures here, which may have been joined. The owners shared that there was an excavation led by a Prof. Privitera of the University of Catania c. 2007.  Found were a few lava stone tombs were covered with terracotta. Another tomb was found nearby that likely belonged to a member of the clergy which contained a slab with Greek inscription. It has been left in place. Pieces of exterior walls, obscured by thick vegetation, also survive. Can a standard Basilian plan be used to make sense of this info? Our thanks to Paolo and Corrado Vassallo for making the site available to us. ","documentary, archaeological",draft,Reign of King Roger II,37.889053,Basilian,generic_handheld_gps,2,Male,1131,Val Demone,unknown,Catania
http://www.geonames.org/maps/google_38.05_14.867.html,,Massîni (unknown),0.0,Abbey,,,Saint Leo,associated_modern,1131,1131,Saint Leo of Messina,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",,monastery,San Leone di Messina,15.5210473,Messina,abbey,,documentary,draft,Reign of King Roger II,38.1908266,Basilian,unknown,1,Male,1131,Val Demone,unknown,Messina
,,,,Abbey,Abbey of Saint Mary de Scalis,,the Virgin Mary,,before 1101,1101,Saint Mary of Ambuto,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",Count Roger I (Male),monastery,Santa Maria di Ambuto,,,abbey,,documentary,draft,Regency of Countess Adelasia,,Basilian,,,Male,,,,
http://www.geonames.org/maps/google_37.655_12.59.html,,Mâzar (unknown)|Castrum Maczarie (unknown),27.0,Abbey,,,the Virgin Mary,representative,before 1144,1144,Saint Mary de Alto de Jummariis,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",,monastery,Santa Maria delle Giummare,12.612731,Mazara,abbey,"The keys are held by the pastor of Santa Gemma (via Santa Gemma, 1; tel. 0923909021). In July 2016, the church was only open on Sundays at 9:00 AM.","documentary, archaeological",draft,Reign of King Roger II,37.651731,Basilian,generic_handheld_gps,2,Male,,Val di Mazara,unknown,Trapani
http://www.geonames.org/maps/google_38.183_15.517.html,,,0.0,Abbey,,,the Virgin Mary,associated_modern,1178?,1182,Saint Mary of Bordonaro,"Garufi, Carlo Alberto. I documenti inediti dell'epoca normanna in Sicilia. Palermo: Lo Statuto, 1899. pp. 88-89|White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",Ola Grafeos,monastery,Santa Maria di Bordonaro,15.5135857,Messina,abbey,,documentary,draft,Reign of King William II,38.1754338,Basilian,unknown,,Male,1174,Val Demone,unknown,Messina
http://www.geonames.org/maps/google_38.038_13.548.html,,,0.0,Abbey,,,the Virgin Mary,associated_modern,before 1134,1134,Saint Mary of Campogrosso,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",,monastery,Santa Maria di Campogrosso,13.5638698,Altavilla Milicia,abbey,,"documentary, archaeological",draft,Reign of King Roger II,38.0373274,Basilian,unknown,2,Male,,Val di Mazara,unknown,Palermo
http://www.geonames.org/maps/google_38.132_13.336.html,,Bn.rm (unknown)|Balarm (unknown)|Balarmuh (unknown)|Bân.rm (unknown)|Panormus (unknown),77.0,Abbey,,,the Virgin Mary,representative,c. 1072,1081,Saint Mary of the Crypt,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",,monastery,Santa Maria de Crypta,13.361046,Palermo,abbey,,documentary,draft,Norman Conquest of Sicily,38.113141,Basilian,google_earth,2,Male,1063,Val di Mazara,unknown,Palermo
http://www.geonames.org/maps/google_38.148_15.21.html,,Galath (unknown),260.0,Abbey,,,the Virgin Mary,representative,1105,1105,Saint Mary of Gala,"Garufi, Carlo Alberto. I documenti inediti dell'epoca normanna in Sicilia. Palermo: Lo Statuto, 1899. pp. 19-20|White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",Countess and Regent Adelasia (Female),monastery,Santa Maria di Gala,15.233962,Barcellona Pozzo di Gotto,abbey,,"documentary, archaeological",draft,Regency of Countess Adelasia,38.119878,Basilian,generic_handheld_gps,2,Male,1105,Val Demone,unknown,Messina
http://www.geonames.org/maps/google_38.085_14.807.html,,Mallimaco (unknown)|Castania (unknown)|Quastania (unknown)|Castaniae (unknown),0.0,Abbey,,,the Virgin Mary,associated_modern,1131,1131,Saint Mary of Mallimachi,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",,monastery,Santa Maria di Mallimachi,14.8055513,Castell'Umberto?,abbey,"Luigi Santagati, _Viabilità e topografia della Sicilia antica_, vol. 2 (Caltanissetta, 2013), 104 (s.v. ""Mallimaco""), places Mallimachi near Castell'Umberto.",documentary,draft,Reign of King Roger II,38.0837188,Basilian,unknown,,Male,1131,Val Demone?,unknown,Messina?
